service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
0000000000000000000a,3,3,3,3,3,3,3,2017-06-30,2018-06-30
00000000000000000006,2,2,2,2,2,2,2,2017-07-01,2018-07-01
00000000000000000005,0,0,0,0,0,0,0,2017-06-30,2018-06-30
00000000000000000003,1,1,1,1,1,1,1,2017-07-01,2018-07-01
00000000000000000008,3,3,3,3,3,3,3,2017-06-30,2018-06-30
00000000000000000004,2,2,2,2,2,2,2,2017-07-01,2018-07-01
00000000000000000009,0,0,0,0,0,0,0,2017-06-30,2018-06-30
00000000000000000002,1,1,1,1,1,1,1,2017-07-01,2018-07-01
00000000000000000001,3,3,3,3,3,3,3,2017-06-30,2018-06-30
00000000000000000007,2,2,2,2,2,2,2,2017-07-01,2018-07-01
